#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

117 -1 23 -1 -2	106	1
73 -1 144 -1 -2	90	1
114 -1 56 -1 -2	25	1
41 -1 48 -1 -2	89	1
62 -1 35 -1 -2	62	1
182 -1 -2	7	1
21 -1 8 -1 -2	41	1
1 -1 72 -1 -2	124	1
83 -1 190 -1 -2	7	1
68 -1 110 -1 -2	68	1
28 -1 49 -1 -2	100	1
17 -1 20 -1 -2	306	2
67 -1 20 -1 -2	40	1
21 -1 247 -1 -2	59	1
108 -1 245 -1 -2	61	1
26 -1 87 -1 133 -1 -2	9	1
45 -1 61 -1 -2	44	1
17 -1 88 -1 261 -1 -2	2	1
42 -1 109 -1 -2	25	1
10 -1 35 -1 16 -1 22 -1 -2	5	1
6 -1 39 -1 -2	83	1
22 -1 23 -1 -2	194	1
35 -1 52 -1 -2	127	1
15 -1 115 -1 -2	10	1
143 -1 21 -1 -2	102	1
146 -1 47 -1 -2	15	1
118 -1 259 -1 -2	53	1
9 -1 51 -1 -2	188	1
13 -1 66 -1 93 -1 -2	2	1
11 -1 143 -1 -2	324	1
46 -1 78 -1 -2	110	1
54 -1 13 -1 -2	45	1
153 -1 37 -1 -2	2	1
124 -1 -2	21	2
60 -1 117 -1 -2	121	1
107 -1 90 -1 -2	2	1
17 -1 18 -1 -2	429	2
41 -1 1 -1 -2	77	1
55 -1 81 -1 -2	13	1
31 -1 47 -1 -2	96	1
17 -1 78 -1 -2	305	1
120 -1 210 -1 -2	17	1
117 -1 71 -1 -2	46	1
5 -1 118 -1 -2	158	1
245 -1 58 -1 -2	36	1
117 -1 68 -1 -2	56	1
18 -1 7 -1 -2	171	1
45 -1 3 -1 -2	44	1
58 -1 34 -1 48 -1 -2	8	1
21 -1 6 -1 -2	57	1
26 -1 78 -1 150 -1 -2	60	1
31 -1 11 -1 -2	103	1
81 -1 253 -1 -2	78	1
18 -1 57 -1 -2	110	1
69 -1 118 -1 -2	81	1
17 -1 132 -1 -2	248	1
20 -1 26 -1 -2	220	1
51 -1 28 -1 -2	53	1
57 -1 144 -1 -2	109	1
9 -1 69 -1 -2	146	1
71 -1 48 -1 -2	33	1
100 -1 36 -1 74 -1 -2	3	1
13 -1 10 -1 -2	118	1
39 -1 150 -1 -2	81	1
45 -1 59 -1 -2	56	1
117 -1 118 -1 -2	383	1
13 -1 43 -1 36 -1 -2	20	1
45 -1 33 -1 -2	77	2
49 -1 250 -1 -2	53	1
5 -1 29 -1 212 -1 -2	2	1
175 -1 -2	17	4
78 -1 65 -1 -2	59	1
35 -1 164 -1 -2	18	1
28 -1 44 -1 -2	108	1
92 -1 63 -1 -2	6	1
52 -1 4 -1 -2	37	1
9 -1 245 -1 -2	417	2
8 -1 37 -1 -2	255	1
72 -1 245 -1 -2	100	1
22 -1 11 -1 -2	127	1
10 -1 29 -1 -2	189	2
34 -1 63 -1 -2	33	1
28 -1 180 -1 -2	36	1
79 -1 45 -1 -2	77	1
40 -1 27 -1 71 -1 -2	12	1
87 -1 141 -1 -2	7	1
42 -1 26 -1 136 -1 -2	10	1
25 -1 147 -1 -2	31	1
7 -1 10 -1 -2	68	2
25 -1 33 -1 -2	74	1
52 -1 180 -1 -2	16	1
60 -1 78 -1 150 -1 -2	13	1
25 -1 253 -1 -2	231	1
12 -1 16 -1 20 -1 -2	22	1
142 -1 -2	1	1
23 -1 47 -1 -2	98	1
17 -1 191 -1 -2	77	1
144 -1 30 -1 -2	51	1
4 -1 165 -1 -2	12	1
13 -1 114 -1 -2	110	1
4 -1 38 -1 247 -1 -2	33	1
27 -1 110 -1 -2	224	1
14 -1 132 -1 -2	138	1
36 -1 117 -1 33 -1 -2	88	1
45 -1 19 -1 -2	80	1
29 -1 76 -1 -2	34	1
4 -1 264 -1 -2	7	1
41 -1 27 -1 -2	99	1
13 -1 25 -1 209 -1 -2	8	1
38 -1 10 -1 -2	64	1
89 -1 53 -1 -2	15	1
76 -1 3 -1 -2	18	1
30 -1 260 -1 -2	12	1
51 -1 37 -1 -2	62	1
67 -1 34 -1 133 -1 -2	9	1
26 -1 33 -1 -2	202	1
133 -1 41 -1 32 -1 -2	9	1
83 -1 147 -1 -2	10	1
32 -1 13 -1 -2	73	1
60 -1 23 -1 -2	66	1
91 -1 72 -1 84 -1 -2	3	1
46 -1 179 -1 246 -1 -2	13	1
8 -1 114 -1 -2	151	1
37 -1 91 -1 118 -1 -2	2	1
6 -1 16 -1 -2	85	2
32 -1 43 -1 -2	80	1
26 -1 27 -1 -2	377	1
43 -1 14 -1 -2	32	1
49 -1 114 -1 -2	33	1
47 -1 68 -1 -2	42	1
63 -1 123 -1 -2	2	1
90 -1 256 -1 -2	6	1
10 -1 255 -1 -2	116	1
175 -1 179 -1 -2	8	1
32 -1 31 -1 -2	83	1
15 -1 261 -1 -2	14	1
72 -1 133 -1 -2	55	1
91 -1 86 -1 -2	5	1
15 -1 132 -1 -2	131	1
26 -1 56 -1 -2	146	1
16 -1 69 -1 139 -1 -2	18	1
133 -1 11 -1 -2	46	1
114 -1 11 -1 -2	29	1
78 -1 139 -1 -2	168	1
121 -1 249 -1 -2	2	1
58 -1 54 -1 179 -1 -2	3	1
149 -1 191 -1 -2	40	1
17 -1 18 -1 66 -1 -2	76	1
51 -1 16 -1 42 -1 -2	7	1
25 -1 149 -1 -2	87	1
73 -1 5 -1 -2	29	1
55 -1 250 -1 -2	51	1
144 -1 245 -1 -2	334	2
38 -1 50 -1 -2	75	1
151 -1 -2	16	1
85 -1 39 -1 -2	18	1
30 -1 43 -1 -2	62	1
64 -1 31 -1 -2	44	1
15 -1 79 -1 64 -1 -2	12	1
245 -1 85 -1 -2	9	1
3 -1 41 -1 255 -1 -2	13	1
78 -1 41 -1 -2	68	1
57 -1 45 -1 -2	52	1
53 -1 9 -1 -2	50	1
280 -1 -2	16	2
45 -1 56 -1 -2	66	1
5 -1 23 -1 -2	133	1
53 -1 59 -1 -2	54	1
15 -1 25 -1 -2	112	1
3 -1 42 -1 -2	49	1
49 -1 59 -1 -2	50	1
4 -1 1 -1 -2	159	1
8 -1 10 -1 -2	374	2
227 -1 38 -1 -2	1	1
46 -1 34 -1 52 -1 -2	15	1
73 -1 45 -1 -2	45	1
53 -1 35 -1 12 -1 -2	21	1
27 -1 53 -1 -2	154	2
29 -1 110 -1 -2	103	1
12 -1 9 -1 -2	82	1
113 -1 20 -1 -2	69	1
43 -1 27 -1 -2	62	1
108 -1 69 -1 -2	9	1
14 -1 7 -1 117 -1 -2	48	1
2 -1 124 -1 -2	5	1
37 -1 69 -1 -2	45	1
18 -1 76 -1 -2	77	1
5 -1 10 -1 -2	137	1
10 -1 253 -1 -2	448	2
68 -1 108 -1 31 -1 -2	6	1
150 -1 87 -1 -2	5	1
79 -1 10 -1 -2	53	2
60 -1 143 -1 51 -1 -2	16	1
8 -1 91 -1 139 -1 -2	11	1
8 -1 35 -1 -2	460	1
118 -1 72 -1 14 -1 -2	3	1
23 -1 120 -1 -2	71	1
75 -1 6 -1 -2	21	1
3 -1 113 -1 -2	47	1
44 -1 249 -1 -2	7	1
61 -1 48 -1 -2	53	1
15 -1 180 -1 -2	33	1
10 -1 67 -1 -2	91	1
32 -1 144 -1 -2	157	2
22 -1 54 -1 -2	108	2
36 -1 38 -1 -2	162	1
58 -1 73 -1 -2	37	1
132 -1 260 -1 -2	14	1
61 -1 73 -1 -2	33	1
118 -1 85 -1 -2	16	1
10 -1 133 -1 -2	210	1
18 -1 10 -1 -2	145	1
144 -1 190 -1 -2	60	2
132 -1 59 -1 -2	49	1
143 -1 144 -1 -2	408	1
29 -1 8 -1 -2	49	1
153 -1 255 -1 -2	10	1
46 -1 143 -1 -2	214	1
47 -1 98 -1 -2	10	1
153 -1 175 -1 -2	2	1
114 -1 40 -1 25 -1 -2	4	1
37 -1 29 -1 -2	87	1
30 -1 143 -1 -2	210	1
18 -1 22 -1 77 -1 -2	15	1
90 -1 33 -1 -2	12	1
31 -1 51 -1 39 -1 288 -1 -2	2	1
74 -1 13 -1 253 -1 -2	32	1
15 -1 18 -1 21 -1 -2	49	1
117 -1 134 -1 143 -1 67 -1 -2	5	1
6 -1 23 -1 -2	90	1
1 -1 173 -1 -2	32	1
8 -1 117 -1 94 -1 -2	13	1
26 -1 118 -1 -2	336	1
37 -1 53 -1 -2	80	1
24 -1 97 -1 -2	18	1
20 -1 40 -1 -2	120	1
28 -1 52 -1 -2	103	1
53 -1 211 -1 -2	3	1
107 -1 -2	21	1
70 -1 35 -1 -2	54	1
5 -1 6 -1 -2	112	1
118 -1 74 -1 -2	18	1
37 -1 181 -1 -2	17	1
9 -1 253 -1 -2	539	1
41 -1 110 -1 -2	152	1
5 -1 60 -1 -2	60	1
9 -1 57 -1 68 -1 -2	18	1
70 -1 117 -1 -2	126	1
6 -1 32 -1 -2	97	1
22 -1 267 -1 -2	2	1
145 -1 168 -1 -2	12	1
59 -1 115 -1 13 -1 43 -1 -2	1	1
35 -1 7 -1 -2	201	1
117 -1 144 -1 39 -1 -2	55	1
49 -1 139 -1 245 -1 -2	75	1
79 -1 35 -1 31 -1 -2	7	1
146 -1 48 -1 -2	16	1
117 -1 34 -1 -2	115	1
49 -1 30 -1 -2	64	1
13 -1 253 -1 -2	408	1
55 -1 144 -1 -2	113	1
16 -1 117 -1 34 -1 -2	28	1
62 -1 195 -1 -2	33	1
36 -1 40 -1 -2	146	2
31 -1 36 -1 12 -1 165 -1 -2	1	1
21 -1 147 -1 -2	22	1
86 -1 117 -1 -2	33	1
35 -1 209 -1 -2	57	1
118 -1 70 -1 -2	28	2
7 -1 12 -1 -2	78	1
1 -1 33 -1 253 -1 -2	184	1
35 -1 26 -1 252 -1 -2	9	1
110 -1 68 -1 -2	52	1
14 -1 246 -1 -2	199	1
8 -1 6 -1 -2	238	2
78 -1 79 -1 253 -1 -2	258	1
102 -1 66 -1 -2	4	1
107 -1 61 -1 -2	6	1
27 -1 119 -1 -2	45	1
139 -1 24 -1 190 -1 254 -1 -2	1	1
69 -1 139 -1 -2	80	1
98 -1 61 -1 82 -1 -2	1	1
105 -1 259 -1 -2	2	1
26 -1 246 -1 -2	348	1
149 -1 283 -1 -2	8	1
2 -1 62 -1 -2	74	1
30 -1 110 -1 -2	94	1
34 -1 133 -1 -2	88	1
51 -1 27 -1 250 -1 -2	14	1
14 -1 110 -1 111 -1 -2	13	1
80 -1 24 -1 -2	20	1
78 -1 53 -1 -2	63	1
24 -1 18 -1 199 -1 -2	5	1
75 -1 64 -1 -2	24	1
4 -1 110 -1 -2	145	1
58 -1 38 -1 6 -1 -2	7	1
68 -1 27 -1 -2	68	1
10 -1 30 -1 88 -1 -2	5	1
61 -1 253 -1 -2	177	1
12 -1 20 -1 -2	98	1
97 -1 80 -1 -2	12	1
48 -1 133 -1 -2	104	1
20 -1 45 -1 34 -1 -2	20	1
39 -1 38 -1 -2	70	1
54 -1 139 -1 -2	93	1
63 -1 245 -1 -2	124	1
43 -1 77 -1 -2	17	1
29 -1 35 -1 248 -1 -2	15	1
13 -1 58 -1 253 -1 -2	98	1
30 -1 78 -1 -2	90	1
190 -1 213 -1 -2	5	1
9 -1 144 -1 246 -1 253 -1 -2	193	1
29 -1 247 -1 -2	98	1
29 -1 17 -1 59 -1 -2	17	1
4 -1 285 -1 -2	1	1
18 -1 245 -1 -2	390	1
65 -1 114 -1 -2	27	1
17 -1 289 -1 -2	3	1
8 -1 58 -1 -2	186	1
21 -1 11 -1 16 -1 -2	17	1
73 -1 133 -1 81 -1 -2	3	1
6 -1 47 -1 20 -1 -2	11	1
37 -1 5 -1 143 -1 -2	38	1
54 -1 41 -1 -2	73	1
23 -1 191 -1 -2	46	1
10 -1 250 -1 253 -1 -2	110	1
11 -1 48 -1 -2	114	1
49 -1 17 -1 120 -1 7 -1 29 -1 -2	1	1
62 -1 76 -1 -2	24	1
28 -1 73 -1 -2	71	1
37 -1 41 -1 246 -1 -2	51	1
71 -1 185 -1 -2	2	1
14 -1 28 -1 117 -1 -2	75	1
28 -1 53 -1 -2	116	1
53 -1 49 -1 -2	63	1
45 -1 17 -1 170 -1 195 -1 -2	1	1
8 -1 11 -1 -2	343	1
10 -1 146 -1 -2	105	1
12 -1 132 -1 -2	107	1
125 -1 149 -1 -2	7	1
31 -1 246 -1 -2	229	1
11 -1 69 -1 -2	77	1
141 -1 144 -1 253 -1 -2	44	1
39 -1 35 -1 -2	98	1
6 -1 48 -1 -2	68	1
2 -1 42 -1 48 -1 254 -1 -2	5	1
62 -1 14 -1 -2	42	1
180 -1 66 -1 -2	3	1
42 -1 247 -1 -2	82	1
1 -1 11 -1 4 -1 -2	53	1
117 -1 44 -1 310 -1 -2	5	1
184 -1 262 -1 -2	4	1
17 -1 31 -1 54 -1 -2	58	1
92 -1 143 -1 -2	29	1
19 -1 36 -1 79 -1 -2	63	1
173 -1 246 -1 -2	25	1
22 -1 84 -1 -2	43	1
7 -1 70 -1 111 -1 -2	4	1
18 -1 21 -1 -2	173	1
113 -1 145 -1 -2	70	1
17 -1 48 -1 -2	202	1
1 -1 249 -1 -2	26	1
113 -1 44 -1 -2	48	1
120 -1 32 -1 -2	36	1
40 -1 13 -1 -2	60	1
68 -1 40 -1 22 -1 132 -1 -2	2	1
26 -1 52 -1 -2	160	1
81 -1 78 -1 -2	36	1
6 -1 20 -1 -2	91	1
7 -1 134 -1 -2	22	1
52 -1 34 -1 -2	75	1
38 -1 17 -1 253 -1 -2	59	1
265 -1 -2	12	1
83 -1 47 -1 -2	15	1
139 -1 82 -1 246 -1 -2	4	1
56 -1 68 -1 -2	36	1
88 -1 118 -1 29 -1 -2	7	1
44 -1 135 -1 -2	16	1
20 -1 42 -1 28 -1 -2	19	1
72 -1 70 -1 -2	30	1
26 -1 262 -1 -2	69	1
8 -1 56 -1 -2	191	1
74 -1 256 -1 -2	22	1
38 -1 144 -1 -2	154	1
16 -1 62 -1 -2	48	1
117 -1 42 -1 -2	92	1
14 -1 78 -1 -2	141	1
67 -1 59 -1 -2	43	1
6 -1 10 -1 34 -1 -2	17	1
92 -1 36 -1 47 -1 144 -1 -2	2	1
11 -1 60 -1 -2	72	1
26 -1 15 -1 -2	182	1
1 -1 54 -1 -2	209	2
36 -1 78 -1 -2	237	1
89 -1 50 -1 -2	18	1
13 -1 250 -1 -2	82	1
14 -1 46 -1 -2	113	1
27 -1 209 -1 -2	62	1
5 -1 19 -1 -2	121	1
28 -1 255 -1 -2	101	1
21 -1 27 -1 73 -1 -2	11	1
20 -1 12 -1 -2	116	1
1 -1 81 -1 -2	76	2
36 -1 88 -1 -2	28	1
15 -1 42 -1 -2	87	1
77 -1 80 -1 -2	12	1
143 -1 145 -1 34 -1 -2	10	1
6 -1 17 -1 -2	67	1
17 -1 92 -1 -2	36	1
31 -1 150 -1 -2	105	1
26 -1 28 -1 -2	227	1
17 -1 29 -1 -2	264	1
12 -1 120 -1 -2	49	1
113 -1 149 -1 -2	179	1
1 -1 26 -1 149 -1 -2	105	1
49 -1 37 -1 -2	60	2
1 -1 42 -1 -2	223	1
35 -1 150 -1 -2	172	1
46 -1 246 -1 66 -1 -2	4	1
129 -1 82 -1 -2	3	1
120 -1 139 -1 -2	82	1
34 -1 13 -1 -2	57	1
7 -1 117 -1 249 -1 -2	7	1
145 -1 209 -1 -2	16	1
76 -1 195 -1 -2	28	1
61 -1 139 -1 -2	78	1
100 -1 111 -1 -2	4	1
45 -1 155 -1 108 -1 -2	1	1
4 -1 17 -1 118 -1 139 -1 -2	74	1
27 -1 22 -1 -2	122	1
17 -1 63 -1 6 -1 -2	17	1
27 -1 29 -1 -2	169	2
3 -1 41 -1 -2	60	1
71 -1 69 -1 139 -1 -2	10	1
63 -1 253 -1 -2	167	1
59 -1 34 -1 -2	51	1
40 -1 17 -1 -2	68	1
113 -1 117 -1 -2	284	2
169 -1 -2	12	1
7 -1 40 -1 -2	70	1
58 -1 55 -1 146 -1 -2	9	1
39 -1 246 -1 -2	149	1
51 -1 197 -1 -2	14	1
13 -1 88 -1 -2	32	1
6 -1 139 -1 -2	102	1
26 -1 7 -1 39 -1 -2	33	1
17 -1 118 -1 -2	352	1
19 -1 18 -1 -2	96	1
79 -1 42 -1 -2	69	1
122 -1 -2	17	2
3 -1 120 -1 -2	42	1
65 -1 246 -1 -2	93	1
139 -1 34 -1 29 -1 -2	7	1
17 -1 113 -1 45 -1 -2	56	1
85 -1 143 -1 -2	40	1
48 -1 144 -1 -2	134	1
15 -1 54 -1 -2	90	1
27 -1 37 -1 64 -1 -2	16	1
33 -1 14 -1 -2	55	1
28 -1 79 -1 64 -1 -2	22	1
74 -1 253 -1 -2	168	1
17 -1 253 -1 -2	578	1
115 -1 99 -1 -2	1	1
11 -1 47 -1 -2	121	1
74 -1 19 -1 -2	49	1
23 -1 13 -1 -2	95	1
94 -1 89 -1 -2	8	1
20 -1 36 -1 245 -1 -2	127	1
145 -1 5 -1 -2	4	1
40 -1 164 -1 -2	9	1
65 -1 83 -1 -2	19	1
31 -1 33 -1 -2	121	1
49 -1 40 -1 -2	55	1
120 -1 14 -1 132 -1 -2	4	1
63 -1 99 -1 -2	8	1
22 -1 6 -1 36 -1 -2	24	1
22 -1 36 -1 -2	213	1
45 -1 44 -1 -2	74	1
35 -1 5 -1 -2	127	1
13 -1 191 -1 -2	59	1
205 -1 -2	8	1
9 -1 20 -1 110 -1 116 -1 -2	2	1
51 -1 1 -1 -2	49	1
47 -1 253 -1 -2	253	1
68 -1 166 -1 179 -1 -2	3	1
8 -1 255 -1 53 -1 -2	4	1
37 -1 35 -1 -2	115	1
47 -1 46 -1 -2	68	1
72 -1 66 -1 -2	23	1
48 -1 254 -1 -2	24	1
24 -1 38 -1 -2	89	1
144 -1 310 -1 -2	14	1
55 -1 46 -1 -2	47	1
15 -1 37 -1 -2	101	1
120 -1 12 -1 -2	35	1
49 -1 42 -1 -2	63	1
36 -1 108 -1 -2	56	1
1 -1 10 -1 12 -1 -2	85	1
15 -1 11 -1 -2	108	1
18 -1 23 -1 44 -1 -2	52	1
76 -1 90 -1 -2	8	1
113 -1 68 -1 -2	33	1
68 -1 53 -1 -2	37	1
113 -1 3 -1 -2	50	1
46 -1 190 -1 -2	23	1
81 -1 18 -1 -2	15	1
35 -1 3 -1 -2	110	1
26 -1 12 -1 -2	183	1
5 -1 64 -1 -2	54	1
22 -1 41 -1 -2	165	1
64 -1 29 -1 -2	43	1
24 -1 181 -1 246 -1 -2	5	1
3 -1 90 -1 -2	7	1
15 -1 19 -1 -2	128	1
84 -1 69 -1 -2	21	1
11 -1 28 -1 -2	147	1
144 -1 184 -1 -2	30	1
25 -1 47 -1 -2	54	1
1 -1 195 -1 -2	150	1
76 -1 117 -1 -2	77	1
18 -1 27 -1 -2	295	1
63 -1 3 -1 -2	22	1
13 -1 50 -1 -2	138	1
70 -1 24 -1 -2	38	1
47 -1 33 -1 120 -1 -2	6	1
39 -1 141 -1 31 -1 -2	5	1
117 -1 39 -1 12 -1 -2	11	1
62 -1 69 -1 136 -1 -2	4	1
10 -1 19 -1 -2	219	1
77 -1 57 -1 -2	18	1
50 -1 4 -1 -2	46	1
76 -1 281 -1 -2	2	1
22 -1 9 -1 -2	85	1
2 -1 247 -1 -2	110	1
24 -1 144 -1 -2	172	1
19 -1 63 -1 195 -1 -2	13	1
6 -1 149 -1 -2	114	1
143 -1 55 -1 -2	53	1
9 -1 11 -1 -2	301	1
53 -1 63 -1 -2	55	1
162 -1 -2	22	1
32 -1 119 -1 26 -1 -2	3	1
26 -1 41 -1 -2	235	1
195 -1 253 -1 -2	147	1
118 -1 141 -1 -2	49	1
9 -1 41 -1 -2	241	1
75 -1 73 -1 -2	31	1
19 -1 22 -1 5 -1 -2	29	1
106 -1 253 -1 -2	11	1
13 -1 30 -1 -2	172	1
1 -1 29 -1 -2	275	1
17 -1 9 -1 -2	125	1
5 -1 27 -1 110 -1 -2	57	1
27 -1 65 -1 -2	77	1
118 -1 195 -1 -2	87	1
6 -1 94 -1 245 -1 -2	2	1
147 -1 113 -1 -2	1	1
9 -1 52 -1 -2	185	1
13 -1 17 -1 -2	281	1
23 -1 43 -1 -2	105	1
6 -1 144 -1 -2	156	1
73 -1 117 -1 -2	124	1
69 -1 145 -1 247 -1 -2	12	1
139 -1 151 -1 -2	8	1
16 -1 24 -1 -2	81	1
23 -1 153 -1 -2	14	1
38 -1 76 -1 -2	27	1
17 -1 6 -1 -2	219	1
54 -1 132 -1 -2	80	1
118 -1 133 -1 -2	176	1
150 -1 10 -1 -2	10	1
117 -1 62 -1 -2	68	1
39 -1 95 -1 -2	6	1
40 -1 62 -1 -2	37	1
4 -1 13 -1 121 -1 -2	8	1
3 -1 27 -1 -2	68	1
166 -1 253 -1 -2	22	1
65 -1 78 -1 250 -1 -2	13	1
44 -1 137 -1 -2	10	1
152 -1 259 -1 262 -1 -2	1	1
46 -1 49 -1 -2	74	1
40 -1 20 -1 255 -1 310 -1 -2	1	1
49 -1 135 -1 -2	20	1
108 -1 149 -1 -2	44	1
36 -1 30 -1 -2	144	1
24 -1 70 -1 -2	39	1
66 -1 10 -1 34 -1 -2	13	1
117 -1 150 -1 -2	181	1
86 -1 75 -1 -2	11	1
9 -1 31 -1 -2	263	1
5 -1 4 -1 -2	71	1
110 -1 75 -1 -2	29	1
10 -1 64 -1 -2	94	1
37 -1 260 -1 -2	13	1
20 -1 31 -1 -2	150	1
55 -1 141 -1 50 -1 -2	5	1
56 -1 250 -1 -2	56	1
99 -1 29 -1 146 -1 7 -1 -2	1	1
79 -1 31 -1 -2	59	1
8 -1 38 -1 -2	264	1
41 -1 38 -1 -2	90	1
253 -1 52 -1 -2	18	1
195 -1 36 -1 -2	6	1
29 -1 31 -1 -2	102	1
11 -1 113 -1 5 -1 143 -1 -2	8	1
8 -1 259 -1 -2	79	1
64 -1 11 -1 -2	40	1
34 -1 144 -1 -2	141	2
66 -1 134 -1 -2	17	1
2 -1 17 -1 -2	227	1
27 -1 1 -1 -2	83	1
55 -1 33 -1 -2	58	1
26 -1 57 -1 -2	124	1
246 -1 252 -1 -2	42	1
16 -1 13 -1 -2	66	1
13 -1 41 -1 -2	174	1
35 -1 118 -1 -2	332	1
20 -1 42 -1 -2	105	1
42 -1 33 -1 251 -1 -2	1	1
82 -1 24 -1 -2	20	1
9 -1 77 -1 -2	75	1
32 -1 69 -1 36 -1 -2	9	1
1 -1 50 -1 68 -1 -2	19	1
59 -1 76 -1 -2	25	1
18 -1 262 -1 -2	77	1
4 -1 73 -1 50 -1 -2	15	1
42 -1 17 -1 -2	57	1
9 -1 54 -1 -2	186	1
36 -1 261 -1 -2	19	1
79 -1 17 -1 23 -1 -2	16	1
17 -1 14 -1 -2	180	1
22 -1 12 -1 -2	136	1
3 -1 5 -1 144 -1 -2	25	1
17 -1 59 -1 -2	159	1
11 -1 9 -1 24 -1 -2	17	1
32 -1 103 -1 -2	6	1
57 -1 24 -1 -2	53	1
71 -1 62 -1 -2	28	1
43 -1 252 -1 -2	23	1
10 -1 79 -1 -2	194	1
105 -1 45 -1 -2	5	1
78 -1 50 -1 246 -1 -2	38	1
48 -1 36 -1 -2	69	1
55 -1 35 -1 -2	83	1
65 -1 4 -1 -2	22	1
53 -1 78 -1 -2	102	1
35 -1 83 -1 -2	30	1
28 -1 250 -1 -2	120	2
24 -1 41 -1 -2	102	1
115 -1 260 -1 -2	1	1
40 -1 190 -1 -2	31	1
132 -1 136 -1 -2	58	1
5 -1 149 -1 72 -1 -2	5	1
75 -1 33 -1 -2	30	1
118 -1 190 -1 62 -1 -2	3	1
10 -1 78 -1 41 -1 -2	37	1
139 -1 15 -1 -2	43	1
27 -1 31 -1 -2	184	1
27 -1 12 -1 -2	141	1
288 -1 -2	8	1
80 -1 250 -1 -2	22	1
52 -1 118 -1 -2	100	1
4 -1 257 -1 -2	32	1
3 -1 59 -1 143 -1 51 -1 7 -1 -2	1	1
21 -1 12 -1 -2	71	1
28 -1 132 -1 -2	132	1
9 -1 13 -1 -2	284	1
112 -1 132 -1 -2	24	1
10 -1 38 -1 -2	175	1
139 -1 6 -1 -2	48	1
34 -1 149 -1 -2	80	1
113 -1 76 -1 -2	27	1
65 -1 164 -1 -2	6	1
24 -1 190 -1 -2	35	1
72 -1 94 -1 -2	15	1
36 -1 4 -1 83 -1 -2	5	1
94 -1 153 -1 -2	5	1
4 -1 139 -1 -2	161	1
45 -1 28 -1 -2	69	1
16 -1 68 -1 150 -1 -2	5	1
39 -1 50 -1 -2	69	1
9 -1 62 -1 24 -1 253 -1 -2	28	1
45 -1 18 -1 -2	77	1
13 -1 18 -1 25 -1 -2	67	1
42 -1 58 -1 -2	39	1
139 -1 54 -1 -2	42	1
83 -1 55 -1 -2	14	1
5 -1 143 -1 -2	254	1
20 -1 63 -1 114 -1 -2	7	1
46 -1 50 -1 -2	84	1
29 -1 284 -1 -2	11	1
56 -1 172 -1 181 -1 -2	4	1
133 -1 253 -1 -2	308	1
29 -1 184 -1 56 -1 -2	3	1
76 -1 42 -1 -2	25	1
132 -1 53 -1 -2	40	1
28 -1 32 -1 -2	150	1
42 -1 99 -1 198 -1 73 -1 -2	1	1
5 -1 114 -1 -2	68	1
14 -1 210 -1 -2	23	1
27 -1 16 -1 257 -1 -2	15	1
37 -1 72 -1 61 -1 -2	7	1
99 -1 84 -1 -2	5	1
58 -1 144 -1 -2	125	1
40 -1 29 -1 -2	85	1
13 -1 36 -1 -2	243	1
81 -1 147 -1 -2	15	1
78 -1 57 -1 -2	60	1
210 -1 59 -1 -2	6	1
50 -1 25 -1 -2	60	1
34 -1 45 -1 -2	82	1
13 -1 101 -1 213 -1 -2	1	1
48 -1 134 -1 -2	18	1
22 -1 52 -1 -2	111	1
2 -1 63 -1 -2	80	1
15 -1 118 -1 -2	170	1
78 -1 95 -1 -2	11	1
49 -1 209 -1 -2	25	1
25 -1 120 -1 -2	44	1
108 -1 143 -1 -2	88	1
60 -1 70 -1 -2	30	1
18 -1 48 -1 -2	162	1
46 -1 120 -1 -2	57	1
113 -1 134 -1 -2	45	1
13 -1 48 -1 42 -1 143 -1 -2	12	1
132 -1 38 -1 -2	68	1
55 -1 21 -1 -2	57	1
76 -1 44 -1 132 -1 -2	9	1
149 -1 255 -1 -2	67	1
1 -1 53 -1 253 -1 -2	222	1
116 -1 -2	11	1
7 -1 41 -1 -2	68	1
85 -1 18 -1 35 -1 219 -1 -2	1	1
28 -1 50 -1 -2	105	1
6 -1 7 -1 -2	98	1
35 -1 39 -1 256 -1 -2	17	1
34 -1 75 -1 -2	24	1
28 -1 136 -1 -2	37	1
17 -1 58 -1 109 -1 -2	12	1
19 -1 84 -1 -2	38	1
30 -1 87 -1 -2	10	1
13 -1 179 -1 -2	40	1
35 -1 50 -1 -2	152	1
189 -1 246 -1 -2	38	1
1 -1 27 -1 144 -1 -2	223	1
12 -1 6 -1 -2	97	1
7 -1 123 -1 -2	4	1
23 -1 56 -1 175 -1 -2	2	1
49 -1 29 -1 117 -1 -2	15	1
112 -1 92 -1 -2	7	1
15 -1 74 -1 -2	49	1
47 -1 59 -1 -2	51	1
34 -1 78 -1 -2	93	1
17 -1 74 -1 -2	137	1
67 -1 141 -1 13 -1 -2	1	1
13 -1 174 -1 -2	9	1
10 -1 53 -1 -2	164	1
26 -1 123 -1 -2	13	1
32 -1 46 -1 132 -1 2 -1 -2	2	1
65 -1 149 -1 -2	54	1
103 -1 20 -1 -2	9	1
81 -1 132 -1 -2	24	1
36 -1 11 -1 -2	121	1
3 -1 13 -1 -2	55	1
15 -1 16 -1 -2	117	1
36 -1 5 -1 -2	101	1
13 -1 53 -1 42 -1 -2	28	1
79 -1 49 -1 -2	62	1
2 -1 259 -1 -2	49	1
