#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 3 -1 1 3 -1 1 -1 3 -1 4 -1 -2	1606	1
1 5 -1 5 -1 4 -1 1 -1 3 4 -1 -2	2068	1
3 -1 2 -1 5 -1 1 6 -1 4 -1 4 -1 -2	244	1
3 -1 1 -1 3 -1 1 5 -1 1 -1 1 -1 -2	4977	1
1 2 -1 5 6 -1 5 -1 1 6 -1 -2	958	1
2 -1 5 -1 1 4 -1 1 -1 1 -1 -2	4244	1
1 -1 1 -1 1 -1 1 -1 3 5 -1 3 -1 -2	4978	1
5 -1 1 -1 1 2 4 -1 3 -1 1 -1 -2	1755	1
5 -1 1 3 5 -1 6 -1 4 -1 1 -1 -2	593	1
1 -1 4 -1 1 -1 1 -1 5 -1 1 5 -1 -2	5944	1
6 -1 5 -1 3 5 -1 5 -1 1 -1 -2	1283	1
3 -1 1 -1 1 4 5 -1 1 -1 5 -1 -2	3207	1
1 -1 5 -1 2 -1 1 -1 3 5 -1 1 -1 -2	3615	1
3 -1 1 -1 5 -1 6 -1 1 3 -1 4 -1 -2	364	1
1 3 -1 1 -1 5 -1 1 5 -1 1 -1 -2	8292	1
5 -1 1 5 -1 2 -1 1 4 -1 1 -1 -2	4153	1
1 3 -1 1 -1 4 -1 1 4 -1 5 -1 -2	2330	1
1 5 -1 1 2 -1 2 -1 3 -1 5 -1 -2	3749	1
5 -1 1 -1 5 6 -1 1 -1 5 -1 -2	2771	1
1 -1 3 5 -1 1 3 4 -1 1 -1 -2	2436	1
1 -1 3 -1 5 -1 2 -1 1 -1 5 -1 5 -1 -2	2609	1
2 5 -1 5 -1 1 4 -1 5 -1 -2	5179	1
1 -1 5 6 -1 2 -1 4 -1 5 -1 5 -1 -2	570	1
4 5 -1 1 4 -1 1 5 -1 -2	8287	1
1 4 -1 4 6 -1 1 -1 1 -1 3 -1 -2	373	1
1 4 -1 2 -1 1 -1 2 5 -1 1 -1 -2	3192	1
5 -1 1 2 -1 1 -1 2 3 5 -1 -2	3570	1
4 -1 2 3 5 -1 1 -1 2 4 -1 -2	1202	1
1 -1 1 -1 1 -1 1 5 -1 1 4 -1 -2	7530	1
1 -1 1 -1 2 -1 5 -1 5 -1 1 3 -1 -2	3591	1
1 -1 3 -1 1 -1 3 -1 1 2 3 -1 -2	2375	1
5 -1 1 -1 5 -1 2 6 -1 2 -1 6 -1 -2	398	1
5 6 -1 1 5 -1 5 -1 1 5 -1 -2	3201	1
1 -1 3 -1 1 -1 2 5 -1 6 -1 6 -1 -2	309	1
5 -1 1 -1 1 -1 1 4 -1 3 -1 2 -1 -2	1650	1
4 -1 2 5 -1 1 -1 5 -1 4 -1 -2	3208	1
6 -1 1 6 -1 2 -1 6 -1 3 -1 5 -1 -2	218	1
3 5 -1 1 -1 4 5 -1 1 -1 -2	4175	1
2 -1 6 -1 1 -1 1 -1 5 -1 1 4 -1 -2	547	1
1 6 -1 3 -1 1 -1 3 5 -1 6 -1 -2	522	1
1 -1 5 -1 3 -1 5 -1 1 -1 1 2 -1 -2	3520	1
1 -1 1 -1 5 -1 3 -1 1 5 -1 -2	9715	1
1 -1 5 -1 1 5 -1 1 -1 1 -1 3 -1 -2	7018	1
1 4 -1 3 -1 1 -1 1 3 4 -1 -2	1940	1
4 -1 3 -1 1 -1 5 -1 3 -1 3 5 -1 -2	1592	1
4 5 -1 1 -1 5 -1 1 -1 2 5 -1 -2	4167	1
5 -1 2 -1 1 5 -1 1 2 -1 1 -1 -2	8277	1
1 2 -1 1 -1 1 -1 4 -1 5 -1 3 -1 -2	1667	1
1 -1 3 -1 2 -1 3 -1 3 -1 1 -1 -2	2269	1
1 2 -1 1 5 -1 3 4 -1 5 -1 -2	1983	1
2 5 -1 2 -1 1 -1 1 -1 1 -1 5 -1 -2	6445	1
5 -1 5 -1 1 -1 1 5 -1 4 -1 5 -1 -2	6336	1
1 -1 2 -1 3 -1 5 -1 4 -1 4 5 -1 -2	1167	1
5 -1 3 -1 1 3 5 -1 3 -1 1 -1 -2	5121	1
2 -1 1 2 4 -1 4 5 -1 5 -1 -2	2484	1
2 -1 4 -1 1 -1 5 -1 1 -1 2 -1 -2	2598	1
1 -1 5 -1 5 -1 5 -1 2 5 -1 1 -1 -2	8581	1
2 -1 1 -1 3 -1 2 -1 2 3 -1 -2	2243	1
4 -1 2 3 -1 2 -1 5 -1 1 2 -1 -2	1314	1
4 -1 2 4 -1 4 -1 1 3 -1 -2	1494	1
1 -1 2 -1 5 -1 1 -1 1 -1 3 -1 2 -1 -2	1909	1
1 5 -1 1 5 -1 1 6 -1 5 -1 -2	3054	1
2 -1 1 2 4 -1 4 -1 1 -1 3 -1 -2	1159	1
1 -1 1 -1 5 -1 2 4 -1 6 -1 1 -1 -2	452	1
3 -1 2 -1 1 3 -1 1 2 -1 2 -1 -2	2195	1
1 5 -1 1 4 -1 1 -1 5 -1 2 -1 -2	4041	1
2 -1 1 -1 1 2 3 5 -1 -2	4002	1
6 -1 1 2 -1 4 -1 2 -1 1 2 -1 -2	506	1
1 -1 2 -1 1 -1 1 -1 1 5 -1 -2	11954	1
1 2 -1 1 -1 1 5 -1 1 -1 5 -1 -2	10380	1
1 3 -1 5 -1 2 -1 3 -1 3 5 -1 -2	2739	1
1 -1 4 -1 5 -1 1 5 -1 1 5 -1 -2	7749	1
4 5 -1 1 -1 1 5 -1 5 -1 1 -1 -2	7495	1
4 -1 1 3 -1 5 -1 3 5 -1 2 -1 -2	1668	1
2 5 -1 1 -1 5 -1 2 4 -1 3 -1 -2	1550	1
1 3 -1 3 5 -1 1 4 5 -1 -2	3467	1
1 -1 2 -1 3 -1 5 -1 1 -1 5 -1 4 -1 -2	1151	1
1 -1 2 3 -1 5 -1 1 -1 1 -1 3 -1 -2	2355	1
1 -1 4 5 -1 4 -1 2 -1 5 -1 -2	3311	1
4 -1 5 -1 2 -1 2 -1 1 -1 2 -1 2 -1 -2	1159	1
1 -1 4 -1 6 -1 1 5 -1 1 3 -1 -2	628	1
5 -1 1 5 -1 1 -1 3 5 -1 -2	11581	1
1 3 -1 3 -1 5 -1 1 -1 5 -1 -2	7073	1
5 -1 2 5 -1 2 -1 3 -1 1 -1 2 -1 -2	2319	1
1 3 -1 6 -1 2 4 -1 1 2 -1 -2	431	1
1 -1 1 -1 4 -1 4 -1 2 -1 2 4 -1 -2	1218	1
5 6 -1 4 6 -1 3 5 -1 3 -1 -2	302	1
1 -1 5 -1 1 -1 1 -1 4 -1 -2	9302	1
2 -1 1 -1 2 5 -1 1 -1 2 -1 1 -1 -2	5012	1
6 -1 1 -1 5 -1 1 5 -1 1 5 -1 -2	2653	1
2 -1 3 -1 1 -1 4 -1 1 -1 2 3 -1 -2	931	1
1 -1 2 -1 4 -1 3 4 -1 1 -1 5 -1 -2	1030	1
5 -1 5 -1 1 4 -1 6 -1 1 4 -1 -2	769	1
5 -1 5 -1 6 -1 1 -1 1 4 -1 -2	1235	1
1 4 -1 3 -1 1 -1 1 -1 4 -1 5 -1 -2	1833	1
2 -1 3 4 -1 1 -1 1 5 -1 2 -1 -2	1427	1
5 -1 2 -1 1 4 -1 4 -1 2 -1 5 -1 -2	1780	1
1 -1 2 -1 4 5 -1 1 -1 2 -1 -2	3407	1
4 -1 1 -1 1 -1 3 -1 1 5 -1 4 -1 -2	1865	1
1 -1 5 -1 2 -1 2 -1 1 -1 1 2 -1 -2	4935	1
5 -1 1 6 -1 1 6 -1 -2	2447	1
3 -1 4 -1 2 -1 2 -1 3 4 -1 -2	878	1
5 -1 1 -1 3 -1 2 -1 1 -1 1 3 -1 -2	2665	1
1 2 -1 2 5 -1 2 -1 3 -1 -2	4060	1
1 -1 1 -1 3 5 -1 1 -1 5 -1 5 -1 -2	6676	1
1 -1 4 5 -1 2 -1 1 2 5 -1 -2	3836	1
2 4 5 -1 3 -1 5 -1 4 -1 -2	1717	1
6 -1 1 -1 1 -1 1 -1 1 6 -1 -2	1649	1
2 -1 1 3 -1 3 -1 2 3 -1 5 -1 -2	1971	1
1 -1 2 3 -1 2 -1 1 2 5 -1 -2	3079	1
4 -1 1 4 5 -1 3 -1 4 -1 1 -1 -2	1937	1
1 3 -1 3 -1 6 -1 1 -1 2 5 -1 -2	605	1
1 5 -1 1 3 -1 1 3 -1 -2	9874	1
1 -1 5 -1 5 -1 1 -1 1 -1 -2	30577	1
5 -1 1 5 -1 5 -1 2 -1 1 -1 2 -1 -2	6594	1
2 4 -1 5 -1 1 -1 1 -1 2 4 -1 -2	1862	1
2 -1 1 -1 3 -1 1 -1 3 -1 1 -1 -2	2888	1
2 5 -1 1 5 -1 5 -1 3 4 -1 -2	2054	1
3 -1 1 2 -1 1 -1 1 2 -1 1 -1 -2	3504	1
5 -1 1 -1 5 -1 1 4 -1 3 -1 3 -1 -2	1987	1
2 -1 5 -1 1 2 3 -1 1 -1 1 -1 -2	2941	1
5 -1 2 3 -1 2 3 -1 1 2 -1 -2	2335	1
3 -1 1 -1 4 5 -1 2 -1 1 3 -1 -2	1625	1
5 -1 1 -1 1 5 -1 1 -1 1 5 -1 -2	24934	1
1 6 -1 5 -1 1 -1 2 3 -1 -2	815	1
2 -1 1 -1 5 -1 1 4 5 -1 -2	4916	1
4 -1 1 4 6 -1 1 2 -1 1 -1 -2	520	1
1 -1 1 5 -1 1 2 -1 1 2 -1 -2	9911	1
1 4 -1 4 5 -1 1 -1 1 5 -1 -2	6584	1
1 -1 1 4 -1 4 -1 1 -1 2 -1 -2	3247	1
1 5 -1 1 4 -1 6 -1 -2	1696	1
4 -1 4 -1 1 -1 4 5 -1 3 -1 2 -1 -2	961	1
1 6 -1 4 -1 2 -1 1 -1 2 -1 1 -1 -2	487	1
3 -1 5 -1 3 5 -1 1 -1 1 -1 -2	7099	1
2 5 -1 1 3 5 -1 -2	7063	1
5 6 -1 1 -1 5 -1 6 -1 2 3 -1 -2	417	1
1 6 -1 5 -1 6 -1 1 5 -1 -2	2138	1
1 2 5 -1 1 -1 1 -1 1 -1 1 -1 -2	9962	1
1 2 -1 1 2 -1 1 -1 1 5 -1 -2	10008	1
3 -1 2 -1 1 -1 4 5 -1 5 -1 5 -1 -2	1661	1
1 2 3 -1 2 5 -1 5 -1 3 -1 -2	2933	1
1 -1 1 2 -1 1 -1 2 -1 1 -1 -2	9425	1
2 -1 5 6 -1 3 -1 5 -1 3 -1 1 -1 -2	477	1
5 -1 2 -1 1 2 -1 1 5 -1 2 -1 -2	6792	1
1 -1 1 3 -1 1 2 5 -1 5 -1 -2	5041	1
5 -1 1 -1 5 -1 3 -1 2 4 -1 5 -1 -2	1471	1
2 -1 1 -1 1 -1 1 5 -1 4 -1 -2	4442	1
1 2 -1 1 -1 2 5 -1 1 -1 -2	10717	1
1 -1 4 5 -1 2 -1 3 -1 3 -1 1 -1 -2	1229	1
1 3 -1 1 -1 2 3 -1 5 -1 1 -1 -2	2933	1
6 -1 3 6 -1 1 5 -1 1 -1 1 -1 -2	590	1
1 -1 5 -1 3 -1 1 -1 1 -1 2 -1 1 -1 -2	2562	1
4 -1 3 -1 2 5 -1 1 -1 2 -1 2 -1 -2	1086	1
4 5 -1 1 -1 4 -1 3 -1 1 -1 -2	2769	1
1 -1 6 -1 4 -1 1 5 -1 4 -1 4 -1 -2	462	1
1 4 -1 1 -1 6 -1 1 -1 6 -1 2 -1 -2	314	1
5 -1 1 2 5 -1 1 -1 5 -1 1 -1 -2	10049	1
4 5 -1 1 -1 1 5 -1 5 -1 2 -1 -2	4234	1
1 5 -1 3 -1 1 3 -1 3 -1 1 -1 -2	5319	1
3 -1 3 5 -1 2 -1 1 4 5 -1 -2	1971	1
1 3 -1 1 -1 1 2 -1 1 4 -1 -2	2386	1
6 -1 1 -1 6 -1 1 -1 1 -1 5 -1 1 -1 -2	798	1
2 5 -1 4 5 -1 1 5 -1 4 -1 -2	3691	1
1 4 5 -1 4 -1 1 4 -1 5 -1 -2	5237	1
1 -1 3 -1 3 -1 1 2 5 -1 1 -1 -2	3343	1
5 -1 3 -1 4 -1 1 2 -1 1 2 -1 -2	1657	1
4 -1 4 -1 1 2 -1 3 -1 1 -1 5 -1 -2	1212	1
4 -1 4 5 6 -1 3 -1 3 -1 1 -1 -2	300	1
1 6 -1 2 -1 5 -1 6 -1 1 -1 5 -1 -2	612	1
1 -1 1 5 -1 1 2 -1 5 -1 5 -1 -2	10583	1
1 -1 3 5 -1 6 -1 2 4 -1 5 -1 -2	410	1
1 -1 1 5 -1 4 -1 4 -1 5 -1 1 -1 -2	4199	1
4 -1 1 -1 1 -1 1 3 -1 1 5 -1 -2	3392	1
2 -1 4 5 -1 3 -1 2 -1 1 -1 -2	1746	1
5 -1 1 5 -1 1 -1 5 -1 1 5 -1 -2	25249	1
2 -1 2 5 -1 1 -1 1 -1 2 -1 3 -1 -2	2310	1
5 -1 2 5 -1 2 6 -1 2 3 -1 -2	541	1
1 -1 1 6 -1 5 -1 1 5 -1 1 -1 -2	2523	1
1 -1 5 -1 2 -1 3 6 -1 1 3 -1 -2	470	1
5 -1 5 -1 2 -1 1 3 -1 5 -1 -2	5038	1
3 -1 1 -1 3 4 -1 4 5 -1 -2	2170	1
1 3 5 6 -1 4 -1 4 5 -1 -2	490	1
1 -1 5 -1 1 6 -1 1 -1 1 -1 -2	2692	1
1 -1 3 4 -1 4 -1 1 4 5 -1 -2	2000	1
5 -1 5 -1 3 -1 2 -1 1 5 -1 2 -1 -2	2920	1
5 -1 1 2 4 -1 4 -1 1 -1 -2	3115	1
3 -1 2 3 -1 1 -1 3 5 -1 1 -1 -2	2490	1
1 -1 3 -1 1 5 -1 1 -1 1 -1 -2	9564	1
1 -1 5 -1 3 -1 3 -1 2 4 -1 5 -1 -2	1111	1
5 -1 5 6 -1 4 5 6 -1 -2	739	1
2 -1 5 -1 1 -1 5 -1 1 3 -1 5 -1 -2	3607	1
4 -1 1 2 -1 1 -1 3 5 -1 1 -1 -2	2107	1
1 5 6 -1 1 -1 1 5 -1 6 -1 -2	1891	1
3 -1 2 5 -1 2 -1 5 -1 3 5 -1 -2	2956	1
1 -1 1 2 -1 4 -1 5 -1 2 -1 1 -1 -2	2460	1
5 -1 4 -1 5 -1 4 -1 5 -1 1 4 -1 -2	3008	1
5 -1 2 -1 3 5 -1 5 -1 4 -1 1 -1 -2	1666	1
4 5 -1 1 5 -1 2 -1 1 3 -1 -2	2574	1
1 3 -1 5 -1 2 4 -1 2 -1 2 -1 -2	1267	1
4 5 -1 1 3 5 -1 1 -1 5 -1 -2	3908	1
2 -1 3 -1 1 -1 1 5 -1 1 5 -1 -2	4648	1
3 5 -1 1 2 3 -1 2 3 -1 -2	2605	1
2 -1 1 5 -1 5 -1 2 -1 1 -1 -2	9302	1
3 4 -1 4 5 6 -1 1 -1 6 -1 -2	245	1
1 -1 5 -1 1 -1 2 3 5 -1 -2	4610	1
4 -1 3 -1 3 -1 2 -1 1 -1 3 -1 1 -1 -2	700	1
3 4 -1 1 -1 1 4 5 -1 5 -1 -2	2450	1
4 5 -1 3 -1 3 5 -1 5 -1 5 -1 -2	2851	1
1 6 -1 1 -1 1 -1 2 4 6 -1 -2	298	1
1 -1 2 -1 5 -1 2 -1 4 -1 4 -1 1 -1 -2	1169	1
5 -1 1 2 5 -1 5 6 -1 2 -1 -2	1369	1
5 -1 5 -1 1 3 -1 1 -1 1 -1 5 -1 -2	6614	1
3 -1 3 5 -1 5 -1 2 5 -1 -2	4954	1
1 -1 6 -1 6 -1 1 -1 2 3 4 -1 -2	190	1
6 -1 1 4 -1 1 -1 4 5 -1 3 -1 -2	460	1
1 -1 1 -1 1 4 5 -1 1 3 -1 -2	3865	1
1 2 -1 1 -1 1 5 -1 5 -1 1 -1 -2	10314	1
4 -1 1 -1 1 -1 1 -1 1 -1 4 -1 1 -1 -2	2832	1
1 5 -1 1 -1 1 4 -1 5 -1 -2	9736	1
1 5 -1 3 -1 4 -1 4 -1 1 4 -1 -2	1871	1
1 3 5 -1 2 -1 5 -1 1 -1 2 -1 -2	3430	1
6 -1 2 -1 1 6 -1 6 -1 6 -1 2 -1 -2	190	1
5 -1 4 -1 6 -1 4 -1 1 3 4 -1 -2	309	1
1 -1 5 -1 1 -1 1 5 -1 1 5 -1 -2	24914	1
1 -1 5 -1 1 -1 1 6 -1 3 -1 2 -1 -2	625	1
1 -1 3 4 5 6 -1 2 -1 3 -1 -2	245	1
1 -1 6 -1 1 -1 2 3 -1 2 -1 6 -1 -2	238	1
1 3 -1 2 -1 1 5 -1 2 -1 1 -1 -2	3504	1
4 -1 1 -1 1 -1 1 4 -1 5 -1 1 -1 -2	4087	1
1 -1 5 -1 5 -1 1 -1 5 -1 4 -1 -2	6646	1
1 -1 3 5 -1 6 -1 2 -1 1 -1 3 -1 -2	486	1
1 6 -1 1 6 -1 1 -1 2 -1 2 -1 -2	725	1
