#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 5 -1 1 3 -1 3 4 -1 1 -1 -2	2092	1
1 2 -1 2 3 -1 1 -1 1 2 -1 -2	3220	1
5 -1 1 -1 5 -1 6 -1 1 6 -1 -2	1521	1
1 5 -1 3 -1 1 -1 2 4 -1 5 -1 -2	1816	1
1 -1 1 -1 4 -1 5 -1 1 -1 5 -1 5 -1 -2	4226	1
5 -1 4 -1 1 -1 1 -1 4 -1 4 5 -1 -2	3000	1
1 -1 1 -1 5 -1 2 -1 1 4 -1 -2	4325	1
1 5 -1 1 -1 4 -1 1 -1 1 5 -1 -2	7857	1
1 -1 2 -1 1 5 -1 1 -1 1 5 -1 -2	11027	1
2 5 -1 5 -1 1 -1 2 -1 2 5 -1 -2	7296	1
2 4 -1 1 -1 2 -1 1 -1 5 -1 5 -1 -2	2179	1
1 -1 2 -1 2 3 -1 6 -1 5 -1 -2	567	1
2 -1 1 3 -1 4 -1 5 -1 5 -1 5 -1 -2	1658	1
2 -1 1 2 -1 1 3 -1 1 -1 2 -1 -2	2948	1
5 -1 3 -1 2 3 -1 1 -1 1 -1 4 -1 -2	1118	1
1 2 -1 4 -1 5 -1 1 5 -1 5 -1 -2	4086	1
1 -1 1 2 5 -1 1 -1 1 2 -1 -2	9410	1
1 2 -1 5 -1 2 -1 5 -1 1 -1 5 -1 -2	6323	1
5 -1 6 -1 2 4 -1 1 5 6 -1 -2	434	1
5 -1 1 -1 3 4 5 -1 1 -1 1 -1 -2	2626	1
4 -1 1 -1 1 -1 2 -1 5 -1 5 -1 1 -1 -2	2356	1
1 2 -1 1 5 -1 4 -1 4 -1 3 -1 -2	1574	1
3 -1 5 -1 3 4 -1 1 -1 5 -1 -2	2328	1
2 -1 2 5 -1 3 -1 1 -1 2 5 -1 -2	3104	1
3 -1 4 5 -1 3 -1 1 -1 2 -1 -2	1736	1
1 5 -1 1 5 -1 6 -1 1 -1 2 -1 -2	1529	1
3 -1 3 -1 6 -1 4 -1 1 -1 1 5 -1 -2	382	1
5 6 -1 1 -1 6 -1 2 -1 1 -1 4 -1 -2	320	1
3 5 -1 1 5 -1 3 -1 4 -1 4 -1 -2	1919	1
3 -1 1 2 -1 4 5 -1 2 5 -1 -2	2050	1
1 -1 1 -1 5 -1 1 -1 1 3 -1 2 -1 -2	3577	1
1 -1 3 5 -1 3 5 -1 3 4 -1 -2	2230	1
1 -1 5 -1 5 -1 3 6 -1 1 -1 6 -1 -2	384	1
5 -1 5 -1 2 5 -1 2 5 -1 1 -1 -2	9031	1
4 -1 1 6 -1 1 -1 4 5 -1 1 -1 -2	784	1
3 -1 1 3 -1 5 -1 1 -1 5 -1 -2	7116	1
6 -1 6 -1 6 -1 1 -1 6 -1 4 5 -1 -2	179	1
1 -1 4 -1 1 5 -1 2 3 -1 4 -1 -2	1363	1
1 4 -1 1 5 -1 1 -1 1 -1 -2	9393	1
1 3 4 -1 3 4 -1 3 -1 2 -1 -2	1051	1
1 -1 1 -1 2 -1 2 3 -1 2 4 -1 -2	1152	1
3 5 -1 1 -1 1 5 -1 5 -1 5 -1 -2	8780	1
4 -1 2 -1 2 3 -1 3 -1 1 -1 4 -1 -2	670	1
1 -1 1 -1 2 -1 2 -1 1 3 4 -1 -2	1350	1
1 -1 1 6 -1 1 5 -1 3 -1 1 -1 -2	1181	1
5 -1 5 -1 5 -1 1 3 -1 3 5 -1 -2	6725	1
5 -1 1 3 -1 1 4 -1 1 3 -1 -2	3141	1
5 -1 1 5 -1 1 -1 1 5 -1 1 -1 -2	25038	1
3 6 -1 1 -1 3 -1 1 4 -1 5 -1 -2	379	1
1 5 -1 1 -1 2 -1 2 4 -1 -2	3627	1
4 -1 4 -1 1 3 -1 1 -1 3 -1 1 -1 -2	1472	1
1 3 4 -1 2 -1 1 -1 1 3 -1 -2	1636	1
1 2 -1 3 -1 1 2 -1 3 -1 1 -1 -2	2763	1
4 -1 3 -1 1 5 -1 3 -1 3 -1 3 -1 -2	1336	1
1 -1 1 -1 1 -1 5 -1 1 -1 1 -1 -2	21023	1
1 -1 3 -1 1 -1 4 -1 4 -1 6 -1 1 -1 -2	240	1
1 -1 3 -1 1 2 5 -1 2 -1 3 -1 -2	2712	1
1 4 -1 4 -1 1 -1 1 4 5 -1 -2	5062	1
1 5 -1 1 -1 1 2 -1 1 -1 5 -1 -2	10598	1
1 3 -1 1 -1 1 -1 1 -1 2 -1 -2	4866	1
2 -1 1 2 -1 2 -1 1 5 -1 5 -1 -2	6888	1
1 2 3 -1 1 -1 6 -1 1 3 -1 -2	636	1
2 3 5 -1 4 -1 5 -1 1 -1 3 -1 -2	1436	1
4 -1 2 -1 5 -1 5 -1 5 6 -1 1 -1 -2	541	1
1 4 -1 5 -1 2 5 -1 1 5 -1 -2	4816	1
1 5 -1 1 -1 1 -1 3 -1 1 -1 -2	9896	1
1 -1 4 5 -1 2 -1 6 -1 1 6 -1 -2	382	1
2 -1 6 -1 5 -1 2 -1 1 -1 1 -1 -2	949	1
1 -1 2 3 -1 1 2 -1 3 4 -1 -2	1257	1
1 -1 5 -1 1 5 -1 5 -1 1 -1 5 -1 -2	19135	1
1 -1 1 2 -1 1 -1 2 3 4 -1 -2	1258	1
5 -1 1 -1 1 -1 5 -1 2 -1 3 -1 1 -1 -2	2623	1
5 -1 5 -1 1 2 4 -1 4 -1 1 -1 -2	2468	1
1 -1 2 4 -1 1 -1 2 -1 5 -1 -2	2947	1
1 5 -1 3 5 -1 2 5 -1 5 -1 -2	5653	1
1 5 -1 1 2 4 -1 3 4 -1 -2	1564	1
1 3 -1 5 -1 1 -1 1 2 -1 2 -1 -2	3394	1
4 5 -1 1 -1 1 -1 1 -1 5 -1 5 -1 -2	5880	1
6 -1 1 -1 4 5 -1 1 2 -1 2 -1 -2	598	1
1 -1 1 -1 2 -1 1 -1 5 6 -1 1 -1 -2	1038	1
2 5 -1 3 -1 2 5 -1 5 -1 5 -1 -2	4007	1
1 -1 5 -1 1 -1 6 -1 5 -1 1 4 -1 -2	884	1
1 -1 1 2 -1 4 6 -1 2 -1 4 -1 -2	357	1
2 -1 1 -1 1 2 -1 6 -1 2 -1 5 -1 -2	714	1
2 4 -1 1 -1 1 -1 1 2 -1 -2	3526	1
3 -1 6 -1 1 -1 3 -1 1 6 -1 1 -1 -2	387	1
1 -1 4 -1 2 5 -1 5 -1 3 5 -1 -2	2172	1
1 -1 5 -1 3 5 -1 4 -1 1 -1 -2	3670	1
4 -1 4 -1 1 -1 4 6 -1 4 -1 6 -1 -2	142	1
3 -1 3 -1 5 -1 2 4 -1 3 5 -1 -2	1192	1
2 4 -1 1 -1 1 -1 1 -1 2 -1 1 -1 -2	2128	1
5 -1 1 -1 6 -1 1 -1 4 -1 1 5 -1 -2	919	1
3 -1 1 5 -1 2 -1 1 4 -1 2 -1 -2	1684	1
3 5 -1 2 -1 2 4 -1 1 3 -1 -2	1407	1
3 5 -1 1 -1 1 -1 3 4 -1 1 -1 -2	2122	1
2 -1 4 5 -1 1 -1 1 -1 5 -1 -2	4329	1
1 4 -1 4 5 -1 1 2 -1 1 -1 -2	3573	1
1 -1 1 2 -1 5 -1 -2	17992	1
3 -1 1 2 -1 1 -1 2 -1 2 -1 1 -1 -2	2144	1
4 -1 3 5 -1 3 -1 1 2 5 -1 -2	1989	1
4 5 -1 1 -1 5 -1 4 -1 2 -1 -2	3339	1
2 5 -1 4 -1 5 -1 5 -1 -2	6054	1
1 -1 5 -1 2 6 -1 3 6 -1 1 -1 -2	293	1
3 -1 1 -1 5 -1 1 -1 1 3 5 -1 -2	6192	1
1 4 -1 1 -1 5 -1 1 -1 1 5 -1 -2	7337	1
5 -1 1 -1 1 5 -1 3 -1 4 -1 -2	3820	1
2 3 -1 1 -1 3 -1 1 3 5 -1 -2	2992	1
1 -1 1 -1 2 -1 1 -1 1 2 -1 4 -1 -2	2530	1
4 -1 4 5 -1 2 -1 5 -1 2 4 -1 -2	1746	1
1 6 -1 2 -1 6 -1 1 2 -1 6 -1 -2	431	1
2 -1 2 -1 2 -1 6 -1 1 5 -1 6 -1 -2	379	1
1 2 -1 1 2 -1 4 5 -1 3 -1 -2	2087	1
1 3 5 -1 1 -1 2 -1 -2	6614	1
3 -1 3 -1 1 -1 3 -1 1 -1 -2	7145	1
1 -1 1 -1 1 -1 1 -1 2 -1 2 5 -1 -2	6216	1
5 -1 1 -1 1 -1 5 -1 5 -1 3 5 -1 -2	7095	1
4 -1 5 -1 1 -1 1 -1 4 -1 2 -1 4 -1 -2	1153	1
2 6 -1 4 -1 2 6 -1 5 -1 1 -1 -2	270	1
1 -1 4 -1 5 -1 2 -1 1 4 5 -1 -2	2841	1
5 -1 3 -1 1 4 -1 1 -1 -2	4532	1
2 -1 1 3 -1 1 3 4 -1 -2	1867	1
1 -1 1 5 -1 4 -1 3 4 -1 3 -1 -2	1664	1
1 6 -1 1 3 -1 1 -1 1 -1 6 -1 -2	676	1
1 -1 6 -1 1 5 -1 1 5 -1 2 -1 -2	1516	1
1 -1 5 -1 4 -1 3 5 -1 1 -1 -2	3693	1
2 5 -1 4 -1 5 -1 2 -1 4 -1 -2	2628	1
4 5 -1 1 3 -1 1 -1 3 5 -1 -2	3097	1
5 -1 1 2 -1 3 5 -1 1 -1 4 -1 -2	2046	1
3 -1 5 -1 1 -1 3 -1 1 5 -1 1 -1 -2	5006	1
2 6 -1 1 -1 1 -1 5 -1 5 -1 6 -1 -2	497	1
3 -1 1 5 -1 3 5 -1 1 -1 -2	8839	1
2 5 -1 1 -1 1 -1 5 -1 3 -1 2 -1 -2	2838	1
1 3 5 -1 2 -1 1 3 -1 -2	4985	1
6 -1 6 -1 2 5 -1 1 5 -1 6 -1 -2	596	1
5 -1 1 3 4 -1 1 5 -1 1 -1 -2	3016	1
1 5 -1 1 -1 2 -1 4 -1 1 -1 4 -1 -2	2268	1
1 -1 5 -1 1 -1 5 -1 1 2 -1 2 -1 -2	6124	1
2 -1 1 4 -1 1 -1 2 -1 2 -1 2 -1 -2	1674	1
2 -1 1 -1 1 -1 3 6 -1 1 -1 1 -1 -2	444	1
1 -1 1 5 -1 1 2 4 5 -1 -2	3980	1
1 -1 1 -1 5 -1 4 -1 4 -1 1 2 -1 -2	2253	1
1 4 -1 1 -1 3 -1 1 3 -1 5 -1 -2	2486	1
1 2 -1 5 -1 1 -1 1 5 -1 1 -1 -2	10374	1
1 -1 3 -1 1 5 -1 1 -1 3 -1 2 -1 -2	2686	1
4 -1 1 4 -1 2 -1 1 -1 3 -1 4 -1 -2	942	1
1 -1 1 -1 2 -1 1 -1 1 3 -1 2 -1 -2	2738	1
1 5 -1 5 -1 4 5 -1 1 3 -1 -2	4103	1
3 -1 3 -1 1 -1 1 -1 4 -1 2 -1 1 -1 -2	907	1
2 -1 5 -1 1 -1 2 5 -1 1 -1 5 -1 -2	6532	1
2 4 -1 1 -1 1 5 -1 4 -1 5 -1 -2	2575	1
1 -1 1 -1 4 -1 1 2 5 -1 -2	5070	1
4 -1 1 4 -1 1 -1 4 5 -1 1 -1 -2	4160	1
1 3 -1 3 -1 1 5 -1 1 -1 1 -1 -2	6513	1
5 -1 1 2 -1 1 -1 1 6 -1 1 -1 -2	1283	1
1 -1 1 -1 2 5 -1 5 -1 1 -1 3 -1 -2	3667	1
5 -1 1 5 6 -1 1 -1 -2	3619	1
1 -1 3 -1 1 -1 1 -1 4 -1 2 -1 6 -1 -2	246	1
1 5 -1 2 -1 1 3 -1 1 -1 1 -1 -2	4531	1
4 -1 1 -1 1 2 5 -1 1 5 -1 -2	4736	1
3 -1 1 -1 6 -1 5 -1 1 5 -1 -2	1306	1
1 -1 3 -1 1 -1 4 5 -1 3 -1 -2	2858	1
5 -1 1 -1 2 -1 1 5 -1 2 -1 1 -1 -2	6360	1
6 -1 1 -1 3 -1 1 4 5 -1 2 -1 -2	457	1
1 2 3 -1 6 -1 5 6 -1 4 -1 -2	284	1
4 -1 1 -1 1 -1 1 -1 3 -1 1 -1 6 -1 -2	351	1
2 4 5 -1 5 -1 2 5 -1 1 -1 -2	3362	1
1 -1 2 -1 1 4 -1 4 -1 2 -1 2 -1 -2	1445	1
1 4 -1 1 -1 1 4 -1 1 -1 6 -1 -2	778	1
1 -1 5 -1 2 -1 1 2 -1 4 5 -1 -2	3230	1
5 -1 5 -1 1 2 3 -1 3 -1 5 -1 -2	2822	1
1 6 -1 1 5 -1 2 3 -1 4 -1 -2	474	1
3 -1 1 -1 1 3 -1 4 -1 3 4 -1 -2	1357	1
1 -1 5 -1 3 -1 1 -1 1 3 -1 -2	7111	1
1 -1 6 -1 1 -1 3 -1 3 -1 5 -1 3 -1 -2	391	1
2 -1 1 5 -1 5 -1 3 -1 1 -1 5 -1 -2	3773	1
4 -1 3 -1 5 -1 1 -1 1 5 -1 4 -1 -2	1876	1
2 6 -1 1 -1 5 -1 1 -1 1 -1 5 -1 -2	863	1
4 -1 2 -1 5 -1 5 -1 2 3 6 -1 -2	241	1
1 -1 1 -1 1 -1 1 2 5 -1 1 -1 -2	9977	1
1 -1 1 2 -1 1 -1 1 5 -1 -2	13487	1
2 -1 4 -1 3 -1 1 5 -1 3 5 -1 -2	1644	1
2 3 5 -1 1 3 -1 2 -1 -2	3590	1
1 -1 2 -1 5 -1 1 -1 1 5 -1 1 -1 -2	8480	1
1 5 -1 1 4 -1 1 -1 1 -1 4 -1 -2	5299	1
3 -1 1 -1 1 -1 1 -1 1 4 -1 1 -1 -2	2552	1
4 -1 1 4 -1 1 -1 5 6 -1 6 -1 -2	442	1
5 -1 1 -1 1 -1 1 -1 6 -1 5 6 -1 -2	1009	1
5 -1 3 -1 1 5 -1 1 3 -1 5 -1 -2	6754	1
1 4 -1 1 -1 1 -1 4 -1 -2	8358	1
6 -1 3 -1 1 3 -1 6 -1 1 -1 -2	563	1
1 3 -1 4 -1 5 -1 5 -1 5 -1 1 -1 -2	2563	1
1 2 5 -1 5 -1 6 -1 1 2 -1 -2	1361	1
1 2 5 -1 1 -1 1 4 5 -1 -2	5073	1
2 -1 1 -1 2 -1 5 -1 1 2 5 -1 -2	6564	1
4 -1 1 -1 1 2 -1 5 -1 3 -1 -2	2266	1
1 -1 2 5 -1 1 -1 1 -1 3 -1 1 -1 -2	3559	1
5 -1 2 -1 3 -1 1 5 -1 1 -1 3 -1 -2	2697	1
5 -1 2 5 -1 2 5 -1 2 -1 6 -1 -2	996	1
1 3 -1 1 -1 4 -1 4 -1 1 -1 1 -1 -2	1855	1
1 5 -1 1 3 -1 6 -1 3 -1 2 -1 -2	635	1
1 -1 1 5 -1 6 -1 1 5 -1 5 -1 -2	2692	1
6 -1 1 -1 3 -1 5 6 -1 3 4 -1 -2	253	1
1 3 5 -1 5 -1 1 -1 1 -1 2 -1 -2	4428	1
2 5 -1 2 -1 1 4 -1 1 3 -1 -2	2065	1
3 5 -1 1 -1 4 5 -1 1 -1 -2	4175	1
5 -1 5 -1 1 -1 1 3 -1 1 4 -1 -2	3332	1
1 5 -1 5 -1 1 -1 1 -1 1 5 -1 -2	25101	1
5 -1 1 5 -1 1 -1 2 -1 -2	15966	1
1 2 5 -1 4 5 -1 2 -1 1 -1 -2	3849	1
2 -1 4 -1 1 -1 2 4 -1 4 6 -1 -2	261	1
1 2 -1 1 2 3 -1 1 -1 -2	4233	1
5 -1 4 -1 2 -1 5 -1 1 4 -1 5 -1 -2	2260	1
1 -1 5 -1 1 5 -1 1 -1 2 -1 1 -1 -2	8498	1
1 2 -1 1 -1 3 -1 1 -1 1 -1 1 -1 -2	3550	1
1 2 -1 6 -1 1 -1 1 -1 5 -1 5 -1 -2	1109	1
6 -1 1 5 -1 5 -1 2 -1 6 -1 5 -1 -2	614	1
1 -1 2 -1 1 -1 4 5 -1 4 5 -1 -2	2948	1
1 2 -1 1 4 -1 2 -1 4 -1 5 -1 -2	2304	1
2 -1 2 -1 3 -1 1 -1 1 5 -1 1 -1 -2	2834	1
1 4 -1 6 -1 2 3 5 -1 -2	550	1
3 -1 1 2 5 -1 1 -1 5 -1 -2	5417	1
1 -1 2 3 -1 2 -1 1 -1 4 -1 1 -1 -2	1184	1
1 -1 1 -1 1 -1 3 5 -1 1 5 -1 -2	8730	1
5 -1 5 -1 1 5 -1 1 -1 5 -1 5 -1 -2	19862	1
3 6 -1 4 6 -1 3 -1 1 4 -1 -2	202	1
1 -1 1 -1 1 4 -1 5 -1 5 -1 5 -1 -2	5804	1
